lid,spectrum,sample,exact,z,hb_class_0.1.0,hb_class_0.2.0,hb_c50_sys_0.1.0,hb_c50_sys_0.2.0,hb_delta_c50,hb_bic_margin_0.2.0,hb_n_broad_0.2.0,hb_fit_status_0.2.0,ha_class_0.1.0,ha_class_0.2.0,ha_c50_sys_0.1.0,ha_c50_sys_0.2.0,ha_delta_c50,ha_bic_margin_0.2.0,conti_feop_fwhm_0.2.0,conti_at_bound_0.2.0,feuv_fwhm_fixed_0.2.0,continuum_status_0.2.0
9000000452,spec-8869-57481-0046.fits,Eracleous+2012,False,0.310,C,C,-1165.155,-1164.420,0.736,12.370,2,success,X,X,804.455,803.987,-0.467,34.912,9956.000,"feop_norm,feuv_shift",True,success
9000000453,spec-2603-54479-0443.fits,Eracleous+2012,False,0.118,C,C,843.769,844.617,0.848,7.472,2,success,C,C,546.254,546.300,0.047,131.354,2186.934,,False,success
9000000454,spec-0851-52376-0443.fits,Eracleous+2012,False,0.398,C,C,-729.834,-729.038,0.796,5.114,2,success,--,,,,,,1200.000,feop_fwhm,True,success
9000000455,spec-1376-53089-0613.fits,Eracleous+2012,False,0.330,A,A,945.623,945.339,-0.284,20.847,3,success,A,A,857.591,857.577,-0.014,17.375,9929.513,feop_norm,True,success
9000000455,spec-6627-56369-0480.fits,Eracleous+2012,False,0.330,A,A,944.585,947.211,2.625,14.788,3,success,A,A,792.809,792.092,-0.718,49.912,5131.685,"feop_norm,feop_shift",True,success
9000000455,spec-8378-57785-0916.fits,Eracleous+2012,False,0.330,C,A,1041.623,1007.647,-33.976,73.863,3,success,C,C,887.925,885.290,-2.635,110.398,5312.288,"feop_norm,feop_shift",True,success
9000000456,spec-2606-54154-0581.fits,Eracleous+2012,False,0.265,B,B,482.913,483.686,0.773,3.498,2,success,B,B,63.844,64.003,0.160,78.823,7160.910,"feop_norm,feop_shift",True,success
9000000457,spec-0604-52079-0090.fits,Eracleous+2012,False,0.116,B,B,119.313,119.234,-0.079,3.739,2,success,C,C,-292.442,-292.452,-0.011,20.943,6331.145,feop_norm,False,success
9000000458,spec-1378-53061-0574.fits,Eracleous+2012,False,0.168,C,C,-396.150,-385.483,10.667,10.715,2,success,C,F,-45.334,-77.720,-32.386,5.922,2138.864,,False,success
9000000458,spec-8505-57834-0520.fits,Eracleous+2012,False,0.168,C,C,1001.898,1001.693,-0.205,12.500,2,success,C,C,707.011,706.041,-0.970,6.807,1888.445,,False,success
9000000459,spec-2120-53852-0059.fits,Eracleous+2012,False,0.188,A,A,1113.352,1026.871,-86.481,9.812,2,success,A,A,401.354,400.693,-0.661,12.502,1200.000,feop_fwhm,False,success
9000000460,spec-2123-53793-0443.fits,Eracleous+2012,False,0.077,A,C,1614.834,1670.340,55.506,10.055,3,success,C,C,305.213,328.345,23.131,25.026,9955.874,,False,success
9000000461,spec-0532-51993-0635.fits,Eracleous+2012,False,0.295,B,B,2272.691,2269.428,-3.263,77.509,3,success,B,B,-1405.860,-1405.771,0.089,3.212,2008.866,"feop_shift,feuv_shift",True,success
9000000462,spec-1347-52823-0086.fits,Eracleous+2012,False,0.363,A,A,968.716,966.335,-2.381,2.502,2,success,A,A,543.254,543.207,-0.047,7.491,1200.000,feop_fwhm,True,success
9000000462,spec-8504-57518-0442.fits,Eracleous+2012,False,0.363,A,A,715.215,700.385,-14.830,3.234,2,success,A,A,352.254,352.917,0.663,35.505,9956.000,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000463,spec-1349-52797-0185.fits,Eracleous+2012,False,0.161,A,A,881.697,882.005,0.308,0.510,1,success,A,A,916.227,916.326,0.098,3.770,8055.908,"feop_norm,feop_shift",False,success
9000000464,spec-0790-52346-0155.fits,Eracleous+2012,False,0.176,B,B,-1199.677,-1199.773,-0.096,4.524,2,success,C,C,-1525.613,-1525.709,-0.096,126.675,2378.375,"feop_norm,feop_shift",False,success
9000000464,spec-0790-52433-0141.fits,Eracleous+2012,False,0.176,A,A,-1075.278,-1075.280,-0.003,1.369,1,success,B,B,-1233.077,-1233.126,-0.049,47.275,9955.644,feop_norm,False,success
9000000464,spec-0790-52441-0145.fits,Eracleous+2012,False,0.176,C,C,-738.785,-738.811,-0.026,5.827,2,success,C,C,-1103.438,-1103.479,-0.041,76.990,10000.000,"feop_norm,feop_fwhm",False,success
9000000464,spec-8398-57870-0908.fits,Eracleous+2012,False,0.176,E,E,757.343,617.880,-139.463,0.695,1,success,W,W,644.514,645.987,1.474,1.628,1200.000,feop_fwhm,False,success
9000000465,spec-1718-53850-0079.fits,Eracleous+2012,False,0.281,C,C,667.099,666.027,-1.071,83.495,3,success,B,B,617.088,616.477,-0.611,258.569,1237.128,,True,success
9000000466,spec-1353-53083-0580.fits,Eracleous+2012,False,0.371,B,B,-327.910,-328.189,-0.279,4.550,2,success,A,A,-779.018,-779.004,0.014,51.214,9956.000,"feop_norm,feuv_shift",True,success
9000000466,spec-10743-58222-0410.fits,Eracleous+2012,False,0.371,A,A,-772.780,-848.444,-75.664,88.669,3,success,C,C,-630.919,-631.273,-0.354,99.181,9517.821,"feop_shift,feuv_shift",False,success
9000000467,spec-0313-51673-0204.fits,Eracleous+2012,False,0.445,B,B,507.787,581.224,73.437,2.190,2,success,--,,,,,,1200.004,"feuv_fwhm,feuv_shift",False,success
9000000468,spec-2162-54207-0210.fits,Eracleous+2012,False,0.150,A,A,359.255,387.041,27.786,3.814,1,success,C,C,371.297,366.376,-4.922,77.084,1660.806,,False,success
9000000469,spec-1354-52814-0638.fits,Eracleous+2012,False,0.288,B,B,824.622,754.994,-69.628,15.284,3,success,B,B,339.001,339.796,0.795,81.069,1200.000,"feop_fwhm,feuv_shift",True,success
9000000469,spec-10742-58198-0490.fits,Eracleous+2012,False,0.288,B,B,1213.100,1213.156,0.055,7.167,2,success,B,B,731.919,731.899,-0.020,150.123,5744.071,"feop_norm,feop_shift",True,success
9000000470,spec-0795-52378-0128.fits,Eracleous+2012,False,0.357,C,C,515.408,504.635,-10.773,44.297,3,success,F,F,261.246,260.465,-0.781,8.882,1200.034,,True,success
9000000470,spec-8420-58197-0169.fits,Eracleous+2012,False,0.357,F,F,168.431,157.878,-10.553,7.033,2,success,F,F,61.060,60.425,-0.634,0.518,1682.023,,True,success
9000000472,spec-2768-54265-0542.fits,Eracleous+2012,False,0.397,C,A,908.528,800.563,-107.965,26.332,3,success,--,,,,,,1202.363,,True,success
9000000472,spec-4890-55741-0522.fits,Eracleous+2012,False,0.397,C,C,999.558,944.792,-54.766,4.398,2,success,C,C,635.900,633.638,-2.262,37.648,1581.131,,False,success
9000000473,spec-2516-54241-0157.fits,Eracleous+2012,False,0.421,A,A,632.525,645.912,13.387,6.140,1,success,--,,,,,,1958.040,,True,success
9000000474,spec-2519-54570-0300.fits,Eracleous+2012,False,0.400,B,B,-403.724,-404.459,-0.735,3.598,2,success,--,,,,,,1200.003,feuv_shift,True,success
9000000475,spec-1655-53523-0204.fits,Eracleous+2012,False,0.164,A,A,-3368.700,-3363.162,5.539,2.015,1,success,B,B,-798.401,-798.983,-0.582,12.582,1694.991,,False,success
9000000476,spec-2199-53556-0193.fits,Eracleous+2012,False,0.356,C,C,-582.488,-578.199,4.289,12.247,3,success,C,C,-439.044,-438.571,0.473,338.760,1200.000,feop_fwhm,True,success
9000000477,spec-2524-54568-0105.fits,Eracleous+2012,False,0.441,B,B,1092.167,1092.193,0.026,18.766,3,success,--,,,,,,5112.870,,True,success
9000000478,spec-2884-54526-0177.fits,Eracleous+2012,False,0.235,C,C,-394.663,-394.643,0.020,11.162,2,success,C,C,-493.539,-493.539,0.000,122.588,2480.275,feop_norm,False,success
9000000478,spec-8059-57895-0694.fits,Eracleous+2012,False,0.235,C,C,-152.437,-152.373,0.064,3.940,2,success,C,C,-263.659,-263.662,-0.004,106.362,9956.000,"feop_norm,feuv_shift",True,success
9000000479,spec-2208-53880-0105.fits,Eracleous+2012,False,0.312,A,A,784.123,787.999,3.875,3.333,2,success,A,A,514.723,513.782,-0.941,10.095,3310.485,,True,success
9000000481,spec-0630-52050-0513.fits,Eracleous+2012,False,0.357,B,B,1794.545,1794.542,-0.003,12.149,3,success,B,B,-697.590,-697.591,-0.001,2.862,2960.271,"feop_norm,feuv_shift",True,success
9000000481,spec-8530-58016-0316.fits,Eracleous+2012,False,0.357,B,B,394.653,394.717,0.063,0.664,2,success,C,C,-652.758,-652.758,-0.000,45.666,9956.000,"feop_norm,feuv_shift",True,success
9000000482,spec-1343-52790-0593.fits,Eracleous+2012,False,0.593,B,F,-24.263,-282.803,-258.540,0.365,2,success,--,,,,,,1319.863,feuv_fwhm,False,success
9000000483,spec-0632-52071-0632.fits,Eracleous+2012,False,0.554,C,C,-2389.369,-2386.124,3.246,7.617,2,success,--,,,,,,7531.800,"feop_shift,feuv_shift,gal0",False,success
9000000483,spec-2192-54232-0058.fits,Eracleous+2012,False,0.554,B,B,-2383.985,-2365.022,18.962,48.117,3,success,--,,,,,,7395.875,"feop_shift,feuv_fwhm,feuv_shift,gal0",False,success
9000000484,spec-2973-54591-0190.fits,Eracleous+2012,False,0.180,A,A,1588.086,1588.113,0.027,32.364,3,success,A,A,1681.248,1681.338,0.090,33.852,9955.678,feop_norm,False,success
9000000486,spec-2184-53534-0203.fits,Eracleous+2012,False,0.386,A,A,588.181,589.086,0.905,22.488,3,success,--,,,,,,4194.087,,True,success
