lid,spectrum,sample,exact,z,hb_class_0.1.0,hb_class_0.2.0,hb_c50_sys_0.1.0,hb_c50_sys_0.2.0,hb_delta_c50,hb_bic_margin_0.2.0,hb_n_broad_0.2.0,hb_fit_status_0.2.0,ha_class_0.1.0,ha_class_0.2.0,ha_c50_sys_0.1.0,ha_c50_sys_0.2.0,ha_delta_c50,ha_bic_margin_0.2.0,conti_feop_fwhm_0.2.0,conti_at_bound_0.2.0,feuv_fwhm_fixed_0.2.0,continuum_status_0.2.0
9000000282,spec-2772-54529-0231.fits,Liu+2014,True,0.238,C,C,677.613,677.621,0.008,104.339,3,success,A,A,633.336,633.344,0.008,17.842,1200.000,"feop_norm,feop_fwhm,feop_shift",False,success
9000000283,spec-0498-51973-0555.fits,Liu+2014,False,0.357,F,F,27.366,28.173,0.807,10.128,1,success,C,C,7.865,7.800,-0.065,14.781,9991.164,"feop_norm,feuv_shift",True,success
9000000283,spec-0498-51984-0555.fits,Liu+2014,True,0.357,F,F,-272.121,-271.376,0.745,1.178,1,success,F,F,-191.257,-189.752,1.505,2.154,1233.069,feop_norm,True,success
9000000284,spec-1810-53794-0439.fits,Liu+2014,True,0.285,F,F,241.051,244.126,3.075,10.784,1,success,F,F,188.089,185.969,-2.120,10.532,1679.243,,True,success
9000000285,spec-1347-52823-0086.fits,Liu+2014,True,0.363,A,A,979.891,963.359,-16.533,2.720,2,success,A,A,543.642,543.060,-0.581,7.488,1200.000,feop_fwhm,True,success
9000000285,spec-8504-57518-0442.fits,Liu+2014,False,0.363,A,C,702.918,690.881,-12.037,3.330,2,success,A,A,352.453,353.024,0.571,35.245,1264.477,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000286,spec-0583-52055-0497.fits,Liu+2014,True,0.241,A,C,530.906,499.900,-31.007,35.733,2,success,F,F,265.348,264.311,-1.037,6.026,1463.716,pl_alpha,False,success
9000000287,spec-1644-53144-0221.fits,Liu+2014,True,0.825,C,C,-393.358,-383.732,9.627,10.127,2,success,--,,,,,,1392.504,feuv_fwhm,False,success
9000000287,spec-10757-58223-0500.fits,Liu+2014,False,0.825,C,A,-490.234,-514.638,-24.404,10.154,2,success,--,,,,,,2443.993,feuv_fwhm,False,success
9000000288,spec-1045-52725-0072.fits,Liu+2014,True,0.276,B,B,2114.962,2114.961,-0.001,59.417,3,success,B,B,-851.049,-851.109,-0.060,68.664,9956.000,"feop_norm,feuv_shift",True,success
9000000288,spec-8405-57835-0052.fits,Liu+2014,False,0.276,B,B,-811.921,-811.922,-0.002,56.222,3,success,B,B,-886.935,-886.937,-0.002,101.629,9956.000,"feop_norm,feuv_shift",True,success
9000000288,spec-8406-57513-0653.fits,Liu+2014,False,0.276,B,B,1814.783,1814.399,-0.384,48.496,3,success,B,B,-786.306,-786.631,-0.325,90.094,1244.000,"feop_norm,feuv_shift",True,success
9000000289,spec-1288-52731-0236.fits,Liu+2014,True,0.208,A,A,-482.751,-480.084,2.667,13.706,1,success,F,F,-59.234,-59.407,-0.173,9.860,2202.923,,False,success
9000000289,spec-8496-58159-0600.fits,Liu+2014,False,0.208,F,F,-167.500,-160.748,6.752,15.943,1,success,F,F,83.278,81.921,-1.357,1.647,1786.903,,True,success
9000000290,spec-1046-52460-0463.fits,Liu+2014,True,0.629,W,W,-221.559,-224.801,-3.242,8.140,1,success,--,,,,,,1249.493,feuv_fwhm,False,success
9000000290,spec-8404-57481-0480.fits,Liu+2014,False,0.629,W,W,-129.700,-133.128,-3.429,0.492,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000291,spec-1645-53172-0474.fits,Liu+2014,True,0.620,A,A,-444.930,-518.919,-73.989,14.818,2,success,--,,,,,,1950.830,feuv_fwhm,False,success
9000000291,spec-10757-58223-0074.fits,Liu+2014,False,0.620,C,C,-98.862,-123.844,-24.982,4.799,2,success,--,,,,,,2201.389,feuv_fwhm,False,success
9000000292,spec-1396-53112-0227.fits,Liu+2014,True,0.579,C,C,463.577,459.659,-3.918,8.613,2,success,--,,,,,,1200.000,"feop_norm,feop_fwhm,feop_shift,feuv_fwhm,feuv_shift",False,success
9000000292,spec-8497-58161-0492.fits,Liu+2014,False,0.579,C,F,123.086,120.047,-3.039,6.523,2,success,--,,,,,,1200.013,"feuv_fwhm,feuv_shift",False,success
9000000293,spec-2137-54206-0378.fits,Liu+2014,True,0.346,C,C,-189.755,-188.650,1.104,3.422,2,success,F,F,-190.494,-189.640,0.854,6.611,1200.000,"feop_fwhm,feuv_shift",True,success
9000000294,spec-0607-52368-0581.fits,Liu+2014,True,0.554,C,A,-434.621,-433.948,0.673,14.045,2,success,--,,,,,,2884.333,feuv_fwhm,False,success
9000000294,spec-2947-54533-0226.fits,Liu+2014,False,0.554,F,F,-219.804,-207.713,12.091,4.416,1,success,--,,,,,,1944.129,"feuv_fwhm,feuv_shift",False,success
9000000294,spec-6983-56447-0436.fits,Liu+2014,False,0.554,F,F,-196.425,-210.235,-13.810,4.899,2,success,F,F,-186.615,-186.340,0.275,4.295,5529.868,"feuv_fwhm,feuv_shift",False,success
9000000295,spec-2137-54206-0501.fits,Liu+2014,True,0.386,F,F,-272.966,-271.961,1.005,2.610,2,success,--,,,,,,9956.000,"feop_norm,feuv_shift",True,success
9000000296,spec-1397-53119-0327.fits,Liu+2014,True,0.475,C,C,-351.961,-342.531,9.429,10.855,2,success,--,,,,,,2574.720,,False,success
9000000296,spec-8497-58161-0154.fits,Liu+2014,False,0.475,C,C,-188.782,-197.988,-9.206,7.479,2,success,F,F,-214.171,-216.288,-2.117,22.168,1939.423,feuv_fwhm,False,success
9000000297,spec-0609-52339-0428.fits,Liu+2014,True,0.351,C,C,373.794,373.786,-0.008,14.266,2,success,F,F,267.710,267.709,-0.001,12.825,4539.810,"feop_norm,feop_shift",True,success
9000000297,spec-6983-56447-0734.fits,Liu+2014,False,0.351,C,C,219.269,219.440,0.170,2.850,2,success,F,F,140.928,140.921,-0.007,3.305,9970.625,"feop_norm,feop_shift",True,success
9000000298,spec-1675-53466-0106.fits,Liu+2014,True,0.819,A,A,-612.008,-612.356,-0.348,10.631,1,success,--,,,,,,9422.300,feop_norm,False,success
9000000298,spec-8489-57483-0422.fits,Liu+2014,False,0.819,A,A,-436.871,-431.786,5.085,5.122,1,success,--,,,,,,9942.225,"feop_norm,feuv_fwhm",False,success
9000000299,spec-0587-52026-0624.fits,Liu+2014,True,0.449,A,A,-324.910,-369.008,-44.098,14.337,2,success,--,,,,,,1515.675,"feuv_fwhm,feuv_shift",False,success
9000000300,spec-1843-53816-0399.fits,Liu+2014,True,0.458,C,C,-258.079,-259.259,-1.180,13.680,3,success,--,,,,,,9999.087,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000301,spec-1713-53827-0500.fits,Liu+2014,True,0.789,C,C,912.907,913.790,0.883,13.537,2,success,--,,,,,,1395.217,"feop_shift,feuv_fwhm",False,success
9000000302,spec-2144-53770-0492.fits,Liu+2014,True,0.335,C,C,-182.978,-205.650,-22.672,2.680,2,success,C,C,-130.686,-132.452,-1.766,24.441,1241.083,,True,success
9000000303,spec-0588-52029-0375.fits,Liu+2014,False,0.620,A,A,833.555,809.492,-24.063,4.129,1,success,--,,,,,,1200.000,feop_fwhm,False,success
9000000303,spec-0588-52045-0366.fits,Liu+2014,True,0.620,A,A,580.378,574.894,-5.484,14.094,2,success,--,,,,,,3857.054,"feop_shift,feuv_fwhm",False,success
9000000304,spec-1714-53521-0499.fits,Liu+2014,True,0.428,F,F,195.696,208.661,12.965,3.627,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_shift",True,success
9000000305,spec-1290-52734-0390.fits,Liu+2014,True,0.296,A,A,922.959,757.700,-165.259,7.694,1,success,F,F,172.650,163.534,-9.116,0.762,2618.280,,True,success
9000000305,spec-8493-58162-0658.fits,Liu+2014,False,0.296,A,A,775.970,742.782,-33.188,2.184,1,success,A,A,589.516,585.388,-4.128,4.138,2382.738,,True,success
9000000306,spec-1713-53827-0019.fits,Liu+2014,True,0.279,C,C,665.932,665.937,0.005,1.562,2,success,C,C,519.221,519.220,-0.001,25.355,9956.000,"feop_norm,feuv_shift",True,success
9000000306,spec-5476-55986-0848.fits,Liu+2014,False,0.279,C,C,687.947,688.051,0.104,0.127,2,success,C,C,318.194,318.162,-0.032,15.557,2391.586,"feop_norm,feop_shift",True,success
9000000307,spec-0611-52055-0341.fits,Liu+2014,True,0.281,A,A,-318.569,-325.921,-7.352,13.597,2,success,A,A,-329.583,-331.503,-1.921,17.860,1322.419,,True,success
9000000308,spec-2778-54539-0414.fits,Liu+2014,True,0.734,C,C,917.098,923.721,6.622,11.015,2,success,--,,,,,,9994.269,"feop_norm,feop_shift,feuv_fwhm",False,success
9000000309,spec-1384-53121-0330.fits,Liu+2014,True,0.520,C,C,195.317,193.225,-2.092,0.753,2,success,--,,,,,,9991.111,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000309,spec-10747-58220-0524.fits,Liu+2014,False,0.520,C,C,-524.292,-533.118,-8.826,9.357,2,success,A,A,-404.095,-404.645,-0.550,1.368,1200.056,"feop_norm,feop_shift,feuv_fwhm,feuv_shift",False,success
9000000310,spec-1351-52790-0493.fits,Liu+2014,True,0.532,C,C,604.703,585.932,-18.771,12.818,2,success,--,,,,,,4311.431,feop_shift,False,success
9000000310,spec-10748-58224-0856.fits,Liu+2014,False,0.532,C,C,1179.785,1153.466,-26.319,10.630,3,success,A,A,601.723,601.175,-0.548,10.073,3735.049,feop_norm,False,success
9000000311,spec-2764-54535-0053.fits,Liu+2014,True,0.587,C,C,266.854,267.741,0.887,26.351,3,success,--,,,,,,1577.958,feuv_fwhm,False,success
9000000312,spec-1351-52790-0088.fits,Liu+2014,True,0.247,A,A,-327.399,-326.985,0.414,1.913,2,success,W,W,-180.797,-180.838,-0.041,30.461,1881.745,,True,success
9000000312,spec-10747-58220-0638.fits,Liu+2014,False,0.247,W,W,-149.324,-145.799,3.526,15.482,2,success,W,W,-103.179,-105.727,-2.548,54.955,1370.864,,True,success
9000000313,spec-1384-53121-0441.fits,Liu+2014,True,0.478,A,A,-752.912,-743.744,9.168,14.463,1,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000313,spec-10747-58220-0686.fits,Liu+2014,False,0.478,F,F,-130.072,-130.574,-0.502,9.964,1,success,A,A,-318.625,-318.410,0.215,2.321,1205.235,,False,success
9000000314,spec-1647-53531-0628.fits,Liu+2014,True,0.645,C,C,896.551,896.640,0.090,114.127,3,success,--,,,,,,1200.088,"feop_norm,feop_shift,feuv_fwhm",False,success
9000000315,spec-1716-53827-0532.fits,Liu+2014,True,0.399,A,F,-306.340,-297.435,8.905,10.395,2,success,--,,,,,,1709.564,,True,success
9000000316,spec-1049-52751-0541.fits,Liu+2014,True,0.823,A,A,621.098,621.294,0.196,13.679,1,success,--,,,,,,9947.056,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000316,spec-8432-57834-0094.fits,Liu+2014,False,0.823,A,A,475.894,480.363,4.469,1.519,1,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000317,spec-0610-52056-0554.fits,Liu+2014,True,0.443,A,A,-653.818,-491.598,162.221,2.142,1,success,--,,,,,,2762.728,,True,success
9000000317,spec-8423-58198-0497.fits,Liu+2014,False,0.443,F,A,-274.689,-332.247,-57.558,11.096,3,success,C,C,-174.369,-174.961,-0.592,21.980,7142.896,feuv_shift,False,success
9000000318,spec-1292-52736-0343.fits,Liu+2014,True,0.343,F,F,-266.525,-267.188,-0.663,7.681,2,success,F,F,-243.496,-244.142,-0.645,2.771,1745.346,feuv_shift,True,success
9000000318,spec-8523-58174-0687.fits,Liu+2014,False,0.343,C,C,-214.326,-214.412,-0.086,12.717,2,success,F,F,-208.908,-208.897,0.012,12.834,9769.065,"feop_norm,feop_shift",True,success
9000000318,spec-11649-58514-0708.fits,Liu+2014,False,0.343,C,C,-186.167,-186.154,0.013,3.998,2,success,F,F,-249.458,-249.458,-0.000,31.281,1201.641,"feop_norm,feuv_shift",True,success
9000000319,spec-2155-53820-0379.fits,Liu+2014,True,0.347,F,F,107.055,173.554,66.499,0.060,1,success,A,A,328.982,323.554,-5.427,7.286,1801.610,,True,success
9000000320,spec-1165-52703-0202.fits,Liu+2014,True,0.220,A,A,801.811,813.582,11.770,0.930,1,success,C,C,403.322,398.973,-4.349,0.830,1324.415,,False,success
9000000320,spec-8397-57482-0142.fits,Liu+2014,False,0.220,W,W,725.422,730.193,4.770,11.382,2,success,W,W,456.212,459.491,3.279,62.157,1422.309,,True,success
9000000322,spec-2157-54242-0195.fits,Liu+2014,True,0.203,C,C,640.912,640.501,-0.411,47.041,3,success,C,C,641.850,640.353,-1.497,213.179,1654.711,,False,success
9000000323,spec-1330-52822-0441.fits,Liu+2014,True,0.409,C,F,-254.477,-194.939,59.538,3.411,2,success,--,,,,,,1200.000,feop_fwhm,True,success
9000000323,spec-8431-57482-0750.fits,Liu+2014,False,0.409,F,C,19.107,3.138,-15.969,1.800,2,success,C,C,-8.562,-9.499,-0.937,63.483,1200.000,"feop_fwhm,feuv_fwhm,feuv_shift",False,success
9000000324,spec-1165-52703-0624.fits,Liu+2014,True,0.371,F,C,-290.188,-256.458,33.730,10.243,3,success,F,F,-114.461,-109.781,4.679,7.878,1673.091,,True,success
9000000324,spec-8394-57865-0172.fits,Liu+2014,False,0.371,C,C,-272.882,-272.790,0.091,27.871,3,success,F,F,-171.440,-171.415,0.025,50.064,4135.696,feop_norm,False,success
9000000324,spec-8395-57834-0544.fits,Liu+2014,False,0.371,C,C,-316.404,-309.442,6.962,18.478,3,success,C,C,-387.727,-391.272,-3.546,69.178,1200.000,feop_fwhm,False,success
9000000325,spec-1833-54561-0629.fits,Liu+2014,True,0.499,C,C,272.601,268.676,-3.926,15.577,2,success,--,,,,,,2109.124,feuv_fwhm,False,success
9000000326,spec-2158-54209-0465.fits,Liu+2014,True,0.313,C,C,-89.536,-89.661,-0.125,16.011,3,success,F,F,-237.903,-237.832,0.071,3.323,2293.490,,True,success
9000000327,spec-1678-53433-0420.fits,Liu+2014,True,0.548,C,C,457.962,457.685,-0.277,11.735,2,success,--,,,,,,6372.414,,False,success
9000000327,spec-8519-58198-0055.fits,Liu+2014,False,0.548,C,C,195.321,197.414,2.093,15.879,3,success,F,F,184.951,196.980,12.029,5.213,9037.428,"feuv_fwhm,feuv_shift",False,success
9000000328,spec-1386-53116-0082.fits,Liu+2014,True,0.302,A,A,332.282,328.101,-4.181,7.547,2,success,A,A,319.008,318.723,-0.286,10.177,1200.000,feop_fwhm,True,success
9000000329,spec-0924-52409-0369.fits,Liu+2014,True,0.397,C,C,302.065,302.049,-0.016,3.108,2,success,--,,,,,,1200.000,"feop_fwhm,feop_shift,feuv_shift",True,success
9000000330,spec-2781-54266-0299.fits,Liu+2014,True,0.647,A,A,1519.088,1516.501,-2.587,8.688,1,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000331,spec-1721-53857-0373.fits,Liu+2014,True,0.321,F,F,137.083,137.531,0.448,5.558,1,success,C,C,-164.709,-164.862,-0.153,5.432,1244.054,feop_norm,True,success
9000000332,spec-1331-52766-0081.fits,Liu+2014,True,0.296,F,F,-172.322,-169.793,2.529,9.101,1,success,F,F,-115.532,-115.644,-0.112,2.462,1668.272,,True,success
9000000332,spec-8514-58174-0036.fits,Liu+2014,False,0.296,F,F,-29.155,41.443,70.598,14.228,1,success,F,F,-68.226,-71.696,-3.470,28.512,1730.545,,True,success
9000000333,spec-2161-53878-0107.fits,Liu+2014,True,0.431,C,C,-746.943,-746.895,0.048,38.774,3,success,--,,,,,,9956.000,"feop_norm,feuv_shift",True,success
9000000334,spec-1819-54540-0140.fits,Liu+2014,True,0.174,F,F,249.848,250.011,0.163,297.559,3,success,F,F,250.153,250.087,-0.066,19.419,9994.022,feop_norm,False,success
9000000335,spec-0313-51673-0066.fits,Liu+2014,True,0.606,F,F,-55.597,-79.821,-24.224,0.071,1,success,--,,,,,,1247.445,"feuv_fwhm,feuv_shift",False,success
9000000336,spec-1820-54208-0504.fits,Liu+2014,True,0.298,C,C,-389.839,-379.689,10.150,8.138,2,success,A,A,-342.167,-343.550,-1.383,48.354,1528.538,feuv_shift,True,success
9000000337,spec-0616-52374-0442.fits,Liu+2014,True,0.447,A,A,800.387,797.069,-3.319,6.839,2,success,--,,,,,,10000.000,feop_fwhm,False,success
9000000337,spec-0616-52442-0474.fits,Liu+2014,False,0.447,C,C,786.029,794.815,8.786,0.424,2,success,--,,,,,,2295.895,"feop_shift,feuv_fwhm",False,success
9000000337,spec-8419-58249-0473.fits,Liu+2014,False,0.447,A,A,673.726,673.825,0.099,10.045,2,success,A,A,552.436,552.411,-0.025,3.776,4227.515,feuv_fwhm,False,success
9000000337,spec-8421-58223-0003.fits,Liu+2014,False,0.447,C,C,649.668,622.751,-26.917,11.822,3,success,A,A,537.438,536.601,-0.837,10.177,10000.000,"feop_fwhm,feuv_shift",False,success
9000000338,spec-1725-54266-0364.fits,Liu+2014,True,0.234,F,A,285.622,306.569,20.947,11.513,1,success,F,F,137.710,138.799,1.089,11.079,2101.095,,False,success
9000000339,spec-2517-54567-0313.fits,Liu+2014,True,0.402,C,C,-500.997,-501.028,-0.031,1.516,2,success,--,,,,,,9956.000,"feop_norm,feuv_shift",True,success
9000000340,spec-1680-53171-0137.fits,Liu+2014,True,0.432,A,A,604.436,606.945,2.509,3.956,1,success,--,,,,,,1200.000,"feop_fwhm,feop_shift,feuv_shift",True,success
9000000340,spec-8513-57842-0402.fits,Liu+2014,False,0.432,C,C,179.140,178.921,-0.219,12.915,2,success,C,C,-281.831,-281.800,0.031,3.890,5778.694,feop_norm,False,success
9000000341,spec-1389-53135-0022.fits,Liu+2014,False,0.537,C,C,408.837,412.799,3.961,11.981,2,success,--,,,,,,1200.955,,False,success
9000000341,spec-1390-53142-0363.fits,Liu+2014,True,0.537,A,A,677.006,630.061,-46.945,3.386,1,success,--,,,,,,2430.119,,False,success
9000000342,spec-1333-52782-0101.fits,Liu+2014,True,0.322,A,C,-310.953,-313.315,-2.363,10.988,3,success,F,F,-250.578,-252.363,-1.784,18.167,2423.493,,True,success
9000000342,spec-8508-57845-0320.fits,Liu+2014,False,0.322,F,C,-286.542,-264.252,22.290,38.980,3,success,F,F,-266.405,-266.700,-0.295,37.877,1515.086,,True,success
9000000343,spec-0617-52072-0606.fits,Liu+2014,True,0.356,F,F,272.806,273.706,0.900,6.440,2,success,F,F,184.683,184.073,-0.610,7.175,7520.489,,True,success
9000000343,spec-8418-58199-0616.fits,Liu+2014,False,0.356,A,A,584.378,584.372,-0.005,2.142,1,success,A,A,339.028,339.031,0.003,14.959,1207.059,feop_norm,True,success
9000000344,spec-2171-53557-0400.fits,Liu+2014,True,0.430,C,C,369.387,340.089,-29.297,14.344,2,success,--,,,,,,1345.866,,True,success
9000000345,spec-1727-53859-0099.fits,Liu+2014,True,0.738,A,A,1005.252,983.333,-21.920,8.449,1,success,--,,,,,,1307.308,"feop_shift,feuv_fwhm",False,success
9000000346,spec-2523-54572-0438.fits,Liu+2014,True,0.509,F,F,-281.719,-297.258,-15.539,1.153,1,success,--,,,,,,2125.660,feuv_fwhm,False,success
9000000347,spec-2199-53556-0202.fits,Liu+2014,True,0.454,A,A,-374.484,-378.878,-4.393,6.359,2,success,--,,,,,,2098.263,feuv_fwhm,False,success
9000000348,spec-0595-52023-0015.fits,Liu+2014,True,0.346,A,A,616.673,618.957,2.284,10.290,2,success,A,A,409.715,409.805,0.090,0.293,5891.409,,True,success
9000000349,spec-1578-53496-0455.fits,Liu+2014,True,0.558,A,A,628.595,626.733,-1.862,4.296,1,success,--,,,,,,1244.000,"feop_norm,feop_shift,feuv_fwhm,feuv_shift",False,success
9000000350,spec-0345-51690-0358.fits,Liu+2014,True,0.382,C,C,2406.659,2415.402,8.743,3.955,2,success,A,A,2453.753,2490.920,37.167,2.203,6163.260,,True,success
9000000351,spec-0813-52354-0531.fits,Liu+2014,True,0.538,F,F,-240.222,-239.785,0.437,14.956,2,success,--,,,,,,1540.917,"feuv_fwhm,feuv_shift",False,success
9000000351,spec-8060-57894-0393.fits,Liu+2014,False,0.538,A,A,-327.877,-335.016,-7.138,10.534,2,success,F,F,-268.570,-270.807,-2.237,5.117,1293.165,"feuv_fwhm,feuv_shift",False,success
9000000352,spec-2199-53556-0044.fits,Liu+2014,True,0.368,A,A,440.678,406.694,-33.984,1.885,1,success,F,F,274.538,273.520,-1.018,4.936,2702.081,,True,success
9000000353,spec-1170-52756-0461.fits,Liu+2014,True,0.597,C,C,-425.216,-429.415,-4.199,3.457,2,success,--,,,,,,1200.100,"feuv_fwhm,feuv_shift",False,success
9000000353,spec-8525-57900-0486.fits,Liu+2014,False,0.597,C,C,551.848,538.856,-12.993,33.430,3,success,--,,,,,,9998.295,"feop_norm,feuv_fwhm",False,success
9000000354,spec-1336-52759-0385.fits,Liu+2014,True,0.459,A,A,480.378,474.979,-5.399,8.425,1,success,--,,,,,,1201.944,"feop_norm,feop_shift",False,success
9000000354,spec-10732-58253-0806.fits,Liu+2014,False,0.459,A,A,465.578,465.664,0.086,3.438,1,success,F,F,182.582,182.559,-0.022,9.090,3668.083,,False,success
9000000355,spec-1577-53495-0169.fits,Liu+2014,True,0.331,A,A,346.248,346.184,-0.064,1.516,1,success,F,F,278.192,278.677,0.485,1.808,7249.034,feop_norm,True,success
9000000356,spec-2201-53904-0366.fits,Liu+2014,True,0.244,C,C,-218.795,-218.490,0.305,10.474,2,success,A,A,-367.885,-367.550,0.335,9.171,1202.815,,False,success
9000000357,spec-0624-52377-0397.fits,Liu+2014,True,0.729,A,A,386.737,353.456,-33.281,0.830,1,success,--,,,,,,9956.000,"feop_norm,feuv_fwhm",False,success
9000000357,spec-8543-57542-0536.fits,Liu+2014,False,0.729,F,F,165.800,162.925,-2.876,11.594,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000358,spec-1420-53146-0514.fits,Liu+2014,True,0.446,A,C,547.405,410.861,-136.544,3.313,2,success,--,,,,,,1941.600,feuv_fwhm,False,success
9000000358,spec-10918-58254-0818.fits,Liu+2014,False,0.446,C,C,89.432,77.079,-12.353,7.666,2,success,F,F,65.134,64.799,-0.335,3.474,2041.720,feuv_fwhm,False,success
9000000359,spec-1732-53501-0072.fits,Liu+2014,True,0.410,C,C,-295.799,-293.243,2.557,3.574,2,success,--,,,,,,1794.007,,True,success
9000000360,spec-1337-52767-0602.fits,Liu+2014,True,0.751,A,A,-535.230,-571.767,-36.537,8.169,1,success,--,,,,,,1615.523,feuv_fwhm,False,success
9000000360,spec-10731-58247-0662.fits,Liu+2014,False,0.751,C,C,642.307,583.109,-59.199,7.426,2,success,--,,,,,,1373.438,feuv_fwhm,False,success
9000000361,spec-2207-53558-0263.fits,Liu+2014,True,0.536,A,A,-579.186,-637.975,-58.789,2.409,1,success,--,,,,,,2453.734,"feuv_fwhm,feuv_shift",False,success
9000000362,spec-2207-53558-0439.fits,Liu+2014,True,0.438,A,A,446.146,473.795,27.649,11.067,1,success,--,,,,,,1504.114,,True,success
9000000363,spec-1173-52790-0273.fits,Liu+2014,True,0.395,B,B,995.824,995.546,-0.278,223.708,3,success,--,,,,,,1884.199,,True,success
9000000363,spec-10731-58247-0959.fits,Liu+2014,False,0.395,B,B,560.462,560.631,0.169,228.992,3,success,B,B,428.282,428.259,-0.022,621.826,1626.180,feop_norm,False,success
9000000364,spec-2204-53877-0223.fits,Liu+2014,True,0.336,F,F,-155.465,-160.856,-5.391,12.707,1,success,F,F,-119.398,-122.100,-2.702,5.769,1639.339,,True,success
9000000365,spec-2207-53558-0564.fits,Liu+2014,True,0.507,C,C,813.777,788.708,-25.069,1.695,2,success,--,,,,,,1489.785,feuv_fwhm,False,success
9000000366,spec-0627-52144-0596.fits,Liu+2014,True,0.236,B,B,550.949,550.944,-0.006,11.652,2,success,A,A,306.711,306.722,0.011,11.096,1243.997,feop_norm,False,success
9000000366,spec-8541-58257-0749.fits,Liu+2014,False,0.236,E,E,1581.218,1562.541,-18.677,14.885,1,success,A,A,1020.803,1023.123,2.320,12.192,1200.000,"feop_fwhm,feop_shift,feuv_shift",True,success
9000000367,spec-0817-52381-0031.fits,Liu+2014,True,0.539,A,A,769.366,746.805,-22.561,11.812,2,success,--,,,,,,3644.024,"feuv_fwhm,feuv_shift",False,success
9000000367,spec-8529-58013-0210.fits,Liu+2014,False,0.539,A,A,400.859,409.995,9.136,3.650,2,success,A,A,385.256,384.944,-0.312,9.455,9712.601,"feop_norm,feuv_fwhm,feuv_shift",False,success
9000000368,spec-1414-53135-0530.fits,Liu+2014,True,0.371,A,A,481.218,481.213,-0.004,1.203,2,success,A,A,480.916,480.915,-0.001,5.821,9893.385,"feop_norm,feuv_shift",True,success
9000000369,spec-1690-53475-0562.fits,Liu+2014,True,0.208,A,A,801.864,799.183,-2.681,7.402,1,success,A,A,464.351,465.146,0.795,6.332,4796.708,,False,success
9000000370,spec-1693-53446-0449.fits,Liu+2014,True,0.507,F,F,279.123,278.522,-0.601,14.222,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000371,spec-0351-51695-0364.fits,Liu+2014,False,0.281,C,C,-347.859,-347.857,0.002,4.113,2,success,A,A,-301.654,-301.656,-0.002,29.862,1200.000,"feop_fwhm,feuv_shift",True,success
9000000371,spec-0351-51780-0363.fits,Liu+2014,True,0.281,F,C,-208.164,-329.348,-121.184,13.287,2,success,A,A,-444.604,-438.883,5.720,2.287,1328.650,feuv_shift,True,success
9000000372,spec-0972-52428-0563.fits,Liu+2014,False,0.539,C,C,-258.760,-245.075,13.685,12.522,2,success,--,,,,,,2341.103,"feuv_fwhm,feuv_shift",False,success
9000000372,spec-0972-52435-0562.fits,Liu+2014,True,0.539,F,F,-239.664,-253.931,-14.267,0.873,2,success,--,,,,,,2032.220,"feuv_fwhm,feuv_shift",False,success
9000000372,spec-10902-58396-0596.fits,Liu+2014,False,0.539,C,C,-136.170,-135.785,0.385,15.393,2,success,F,F,-194.621,-195.196,-0.575,9.918,2381.454,"feuv_fwhm,feuv_shift",False,success
9000000373,spec-2971-54590-0326.fits,Liu+2014,True,0.621,F,F,259.701,250.788,-8.914,13.230,3,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000373,spec-10722-58281-0823.fits,Liu+2014,False,0.621,C,C,327.446,316.298,-11.149,9.241,2,success,--,,,,,,1200.000,"feop_fwhm,feuv_fwhm",False,success
9000000374,spec-0353-51703-0377.fits,Liu+2014,True,0.372,F,F,-102.980,-105.478,-2.498,18.381,3,success,B,B,-326.997,-325.159,1.839,5.792,3548.489,feuv_shift,True,success
9000000375,spec-0357-51813-0283.fits,Liu+2014,False,0.250,C,C,308.223,308.319,0.096,35.682,3,success,F,F,220.984,220.926,-0.058,20.401,1201.082,feuv_shift,True,success
9000000375,spec-0367-51997-0295.fits,Liu+2014,True,0.250,A,A,414.776,414.436,-0.339,10.539,2,success,C,C,264.015,264.042,0.027,26.242,1200.000,"feop_fwhm,feuv_shift",True,success
9000000376,spec-0981-52435-0575.fits,Liu+2014,True,0.317,F,F,178.168,178.169,0.001,13.264,2,success,C,C,149.434,149.439,0.005,13.694,7929.171,feop_norm,True,success
9000000377,spec-0983-52443-0431.fits,Liu+2014,True,0.535,A,A,816.733,788.714,-28.018,3.005,1,success,--,,,,,,1434.119,,False,success
9000000378,spec-0986-52443-0274.fits,Liu+2014,True,0.235,C,C,671.765,671.764,-0.001,4.626,2,success,C,C,514.513,514.516,0.003,20.672,8138.197,feop_norm,False,success
